Üretici,ÜreticiKodu,Açıklama,ÇalışmaSıcaklığı,Ref_SicaklıkDeğeri,Ref_SicaklıkDirençDeğeri,Ref_HataPayı,B_HataPayı,B0_50,B25_50,B25_75,B25_85,B25_100,Pdf
Vishay BC Components,NTCS0805E3153JMT,THERMISTOR NTC 15KOHM 3700K 0805,-40°C ~ 150°C,25,15k,±5%,±1%,,,,3700K,,http://www.vishay.com/docs/29044/ntcs0805e3t.pdf
Vishay BC Components,NTCS0805E3153JMT,THERMISTOR NTC 15KOHM 3700K 0805,-40°C ~ 150°C,25,15k,±5%,±1%,,,,3700K,,http://www.vishay.com/docs/29044/ntcs0805e3t.pdf
Vishay BC Components,NTCS0805E3153JMT,THERMISTOR NTC 15KOHM 3700K 0805,-40°C ~ 150°C,25,15k,±5%,±1%,,,,3700K,,http://www.vishay.com/docs/29044/ntcs0805e3t.pdf
TDK Electronics Inc.,B57421V2103J062,THERMISTOR NTC 10KOHM 3940K 0805,-55°C ~ 125°C,25,10k,±5%,±3%,,3940K,,3980K,4000K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Standard_series_0805.pdf
TDK Electronics Inc.,B57421V2103J062,THERMISTOR NTC 10KOHM 3940K 0805,-55°C ~ 125°C,25,10k,±5%,±3%,,3940K,,3980K,4000K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Standard_series_0805.pdf
TDK Electronics Inc.,B57421V2103J062,THERMISTOR NTC 10KOHM 3940K 0805,-55°C ~ 125°C,25,10k,±5%,±3%,,3940K,,3980K,4000K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Standard_series_0805.pdf
TDK Electronics Inc.,B57620C5103J062,THERMISTOR NTC 10KOHM 3660K 0805,-55°C ~ 125°C,25,10k,±5%,±3%,,3660K,,3720K,3730K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Standard_series_0805.pdf
TDK Electronics Inc.,B57620C5103J062,THERMISTOR NTC 10KOHM 3660K 0805,-55°C ~ 125°C,25,10k,±5%,±3%,,3660K,,3720K,3730K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Standard_series_0805.pdf
TDK Electronics Inc.,B57620C5103J062,THERMISTOR NTC 10KOHM 3660K 0805,-55°C ~ 125°C,25,10k,±5%,±3%,,3660K,,3720K,3730K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Standard_series_0805.pdf
Vishay BC Components,NTCS0603E3103FMT,THERMISTOR NTC 10KOHM 3610K 0603,-40°C ~ 150°C,25,10k,±1%,±1%,,,,3610K,,http://www.vishay.com/docs/29056/ntcs0603e3t.pdf
Vishay BC Components,NTCS0603E3103FMT,THERMISTOR NTC 10KOHM 3610K 0603,-40°C ~ 150°C,25,10k,±1%,±1%,,,,3610K,,http://www.vishay.com/docs/29056/ntcs0603e3t.pdf
Vishay BC Components,NTCS0603E3103FMT,THERMISTOR NTC 10KOHM 3610K 0603,-40°C ~ 150°C,25,10k,±1%,±1%,,,,3610K,,http://www.vishay.com/docs/29056/ntcs0603e3t.pdf
Vishay BC Components,NTCS0603E3103FLT,THERMISTOR NTC 10KOHM 3435K 0603,-40°C ~ 150°C,25,10k,±1%,±1%,,,,3435K,,http://www.vishay.com/docs/29056/ntcs0603e3t.pdf
Vishay BC Components,NTCS0603E3103FLT,THERMISTOR NTC 10KOHM 3435K 0603,-40°C ~ 150°C,25,10k,±1%,±1%,,,,3435K,,http://www.vishay.com/docs/29056/ntcs0603e3t.pdf
Vishay BC Components,NTCS0603E3103FLT,THERMISTOR NTC 10KOHM 3435K 0603,-40°C ~ 150°C,25,10k,±1%,±1%,,,,3435K,,http://www.vishay.com/docs/29056/ntcs0603e3t.pdf
Vishay BC Components,NTCS0805E3103FMT,THERMISTOR NTC 10KOHM 3570K 0805,-40°C ~ 150°C,25,10k,±1%,±3%,,,,3570K,,http://www.vishay.com/docs/29044/ntcs0805e3t.pdf
Vishay BC Components,NTCS0805E3103FMT,THERMISTOR NTC 10KOHM 3570K 0805,-40°C ~ 150°C,25,10k,±1%,±3%,,,,3570K,,http://www.vishay.com/docs/29044/ntcs0805e3t.pdf
Vishay BC Components,NTCS0805E3103FMT,THERMISTOR NTC 10KOHM 3570K 0805,-40°C ~ 150°C,25,10k,±1%,±3%,,,,3570K,,http://www.vishay.com/docs/29044/ntcs0805e3t.pdf
Vishay BC Components,NTCS0805E3103FHT,THERMISTOR NTC 10KOHM 3940K 0805,-40°C ~ 150°C,25,10k,±1%,±1%,,,,3940K,,http://www.vishay.com/docs/29044/ntcs0805e3t.pdf
Vishay BC Components,NTCS0805E3103FHT,THERMISTOR NTC 10KOHM 3940K 0805,-40°C ~ 150°C,25,10k,±1%,±1%,,,,3940K,,http://www.vishay.com/docs/29044/ntcs0805e3t.pdf
Vishay BC Components,NTCS0805E3103FHT,THERMISTOR NTC 10KOHM 3940K 0805,-40°C ~ 150°C,25,10k,±1%,±1%,,,,3940K,,http://www.vishay.com/docs/29044/ntcs0805e3t.pdf
Vishay BC Components,NTCS0805E3222FMT,THERM NTC 2.2KOHM 3600K 0805,-40°C ~ 150°C,25,2.2k,±1%,±1%,,,,3600K,,http://www.vishay.com/docs/29044/ntcs0805e3t.pdf
Vishay BC Components,NTCS0805E3222FMT,THERM NTC 2.2KOHM 3600K 0805,-40°C ~ 150°C,25,2.2k,±1%,±1%,,,,3600K,,http://www.vishay.com/docs/29044/ntcs0805e3t.pdf
Vishay BC Components,NTCS0805E3222FMT,THERM NTC 2.2KOHM 3600K 0805,-40°C ~ 150°C,25,2.2k,±1%,±1%,,,,3600K,,http://www.vishay.com/docs/29044/ntcs0805e3t.pdf
TDK Electronics Inc.,B57621C5103J062,THERMISTOR NTC 10KOHM 3470K 1206,-55°C ~ 125°C,25,10k,±5%,±3%,,3470K,,3510K,3530K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Standard_series_1206.pdf
TDK Electronics Inc.,B57621C5103J062,THERMISTOR NTC 10KOHM 3470K 1206,-55°C ~ 125°C,25,10k,±5%,±3%,,3470K,,3510K,3530K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Standard_series_1206.pdf
TDK Electronics Inc.,B57621C5103J062,THERMISTOR NTC 10KOHM 3470K 1206,-55°C ~ 125°C,25,10k,±5%,±3%,,3470K,,3510K,3530K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_SMD_Standard_series_1206.pdf
Murata Electronics,NXRT15XV103FA1B040,THERMISTOR NTC 10KOHM 3936K BEAD,-40°C ~ 125°C,25,10k,±1%,±1%,,3936K,,3977K,3989K,https://www.murata.com/en-us/products/productdata/8796838297630/S0423E.pdf
Vishay BC Components,NTCLE100E3103JB0,THERMISTOR NTC 10KOHM 3977K BEAD,-40°C ~ 125°C,25,10k,±5%,±0.75%,,,,3977K,,http://www.vishay.com/docs/29049/ntcle100.pdf
Vishay BC Components,NTCLE100E3332JB0,THERM NTC 3.3KOHM 3977K BEAD,-40°C ~ 125°C,25,3.3k,±5%,±0.75%,,,,3977K,,http://www.vishay.com/docs/29049/ntcle100.pdf
Vishay BC Components,NTCLE100E3123JB0,THERMISTOR NTC 12KOHM 3740K BEAD,-40°C ~ 125°C,25,12k,±5%,±2%,,,,3740K,,http://www.vishay.com/docs/29049/ntcle100.pdf
Murata Electronics,NXRT15XH103FA1B030,THERMISTOR NTC 10KOHM 3380K BEAD,-40°C ~ 125°C,25,10k,±1%,±1%,,3380K,,3434K,3455K,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/thermistor/ntc/r44e.ashx?la=en-us
Murata Electronics,NXRT15XH103FA1B040,THERMISTOR NTC 10KOHM 3380K BEAD,-40°C ~ 125°C,25,10k,±1%,±1%,,3380K,,3434K,3455K,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/thermistor/ntc/r44e.ashx?la=en-us
Vishay Dale,NTHS0805N02N1002JE,THERMISTOR NTC 10KOHM 3500K 0805,-,25,10k,±5%,±3%,,,3500K,,,http://www.vishay.com/docs/33008/nths.pdf
Vishay Dale,NTHS0805N02N1002JE,THERMISTOR NTC 10KOHM 3500K 0805,-,25,10k,±5%,±3%,,,3500K,,,http://www.vishay.com/docs/33008/nths.pdf
Vishay Dale,NTHS0805N02N1002JE,THERMISTOR NTC 10KOHM 3500K 0805,-,25,10k,±5%,±3%,,,3500K,,,http://www.vishay.com/docs/33008/nths.pdf
Vishay BC Components,NTCLE100E3103HB0,THERMISTOR NTC 10KOHM 3977K BEAD,-40°C ~ 125°C,25,10k,±3%,±0.75%,,,,3977K,,http://www.vishay.com/docs/29049/ntcle100.pdf
Vishay Dale,NTHS1206N02N1002JE,THERMISTOR NTC 10KOHM 3500K 1206,-,25,10k,±5%,±3%,,,3500K,,,http://www.vishay.com/docs/33008/nths.pdf
Vishay Dale,NTHS1206N02N1002JE,THERMISTOR NTC 10KOHM 3500K 1206,-,25,10k,±5%,±3%,,,3500K,,,http://www.vishay.com/docs/33008/nths.pdf
Vishay Dale,NTHS1206N02N1002JE,THERMISTOR NTC 10KOHM 3500K 1206,-,25,10k,±5%,±3%,,,3500K,,,http://www.vishay.com/docs/33008/nths.pdf
Murata Electronics,NXFT15XH103FA2B100,THERMISTOR NTC 10KOHM 3380K BEAD,-40°C ~ 125°C,25,10k,±1%,±1%,,3380K,,3434K,3455K,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/thermistor/ntc/r44e.ashx?la=en-us
Murata Electronics,NXFT15XH103FA2B050,THERMISTOR NTC 10KOHM 3380K BEAD,-40°C ~ 125°C,25,10k,±1%,±1%,,3380K,,3434K,3455K,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/thermistor/ntc/r44e.ashx?la=en-us
Murata Electronics,NXFT15XH103FA2B025,THERMISTOR NTC 10KOHM 3380K BEAD,-40°C ~ 125°C,25,10k,±1%,±1%,,3380K,,3434K,3455K,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/thermistor/ntc/r44e.ashx?la=en-us
Amphenol Advanced Sensors,NHQM103B375T10,THERMISTOR NTC 10KOHM 3750K 0805,-40°C ~ 125°C,25,10k,±10%,±5%,,,,3750K,,https://www.amphenol-sensors.com/index.php?option=com_edocman&amp;task=document.download&amp;id=82
Amphenol Advanced Sensors,NHQM103B375T10,THERMISTOR NTC 10KOHM 3750K 0805,-40°C ~ 125°C,25,10k,±10%,±5%,,,,3750K,,https://www.amphenol-sensors.com/index.php?option=com_edocman&amp;task=document.download&amp;id=82
Amphenol Advanced Sensors,NHQM103B375T10,THERMISTOR NTC 10KOHM 3750K 0805,-40°C ~ 125°C,25,10k,±10%,±5%,,,,3750K,,https://www.amphenol-sensors.com/index.php?option=com_edocman&amp;task=document.download&amp;id=82
Littelfuse Inc.,103JG1G,THERMISTOR NTC 10KOHM 3892K DO35,300°C,25,10k,±2%,-,3892K,,,,,https://www.littelfuse.com/~/media/electronics/datasheets/leaded_thermistors/littelfuse_leaded_thermistors_glass_encapsulated_thermistors_do_35_standard_datasheet.pdf.pdf
Vishay BC Components,NTCLE203E3103GB0,THERMISTOR NTC 10KOHM 3977K BEAD,-40°C ~ 150°C,25,10k,±2%,±0.75%,,,,3977K,,http://www.vishay.com/docs/29048/ntcle203.pdf
Littelfuse Inc.,103JL1A,THERMISTOR NTC 10KOHM 3892K DO35,-55°C ~ 300°C,25,10k,±0.5°C,-,3892K,,,,,https://www.littelfuse.com/~/media/electronics/datasheets/leaded_thermistors/littelfuse_leaded_thermistors_glass_encapsulated_thermistors_do_35_interchangeable_jl_datasheet.pdf.pdf
Vishay BC Components,NTCLE413E2103H400,THERMISTOR NTC 10KOHM 3984K BEAD,-40°C ~ 105°C,25,10k,±3%,±0.5%,,,,3984K,,http://www.vishay.com/docs/29078/ntcle413.pdf
Littelfuse Inc.,103JG1F,THERMISTOR NTC 10KOHM 3892K DO35,-55°C ~ 300°C,25,10k,±1%,-,3892K,,,,,https://www.littelfuse.com/~/media/electronics/datasheets/leaded_thermistors/littelfuse_leaded_thermistors_glass_encapsulated_thermistors_do_35_standard_datasheet.pdf.pdf
Littelfuse Inc.,MM103J1F,THERMISTOR NTC 10KOHM 3892K MELF,-55°C ~ 220°C,25,10k,±1%,-,3892K,,,,,https://www.littelfuse.com/~/media/electronics/datasheets/surface_mount_thermistors/littelfuse_surface_mount_thermistors_melf_style_thermistors_ll_31_micromelf_mm_datasheet.pdf.pdf
Littelfuse Inc.,USUG1000-103G,THERMISTOR NTC 10KOHM 3892K DO35,-40°C ~ 150°C,25,10k,±2%,-,3892K,,,,,https://www.littelfuse.com/~/media/electronics/rt_tables/leaded_thermistors/littelfuse_leaded_thermistors_glass_encapsulated_thermistors_usug1000-103g_rt_table.xlsx.xlsx
Vishay BC Components,NTCLE213E3303FHB0,THERMISTOR NTC 30KOHM 3935K BEAD,-55°C ~ 150°C,25,30k,±1%,±0.75%,,,,3935K,,http://www.vishay.com/docs/29154/ntcle213e3.pdf
Amphenol Advanced Sensors,AL03006-5818-97-G1,THERMISTOR NTC 10KOHM 3992K DO35,-50°C ~ 204°C,25,10k,±10%,-,,,,3992K,,https://www.amphenol-sensors.com/index.php?option=com_edocman&amp;task=document.download&amp;id=114
Vishay BC Components,NTCLE305E4103SB,THERMISTOR NTC 10KOHM 3984K BEAD,-40°C ~ 125°C,25,10k,±2.2%,±0.5%,,,,3984K,,http://www.vishay.com/docs/29076/ntcle305.pdf
Littelfuse Inc.,TO103J2K,THERM NTC 10KOHM 3892K TO220-2,-55°C ~ 150°C,25,10k,±10%,-,3892K,,,,,https://www.littelfuse.com/~/media/electronics/rt_tables/thermistor_probes_and_assemblies/littelfuse_thermistor_probes_assemblies_surface_temperature_sensing_to103j2k_rt_table.xlsx.xlsx
Vishay BC Components,NTCALUG03A103H,THERM NTC 10KOHM 3984K RING LUG,-40°C ~ 125°C,25,10k,±3%,±0.5%,,,,3984K,,http://www.vishay.com/docs/29114/ntcalug3.pdf
Cantherm,MF52C1103F3380,THERMISTOR NTC 10KOHM 3380K BEAD,-55°C ~ 125°C,25,10k,±1%,±1%,,3380K,,,,https://www.cantherm.com/wp-content/uploads/2017/05/cantherm_mf52_1.pdf
Vishay BC Components,NTCALUG03A103G,THERM NTC 10KOHM 3984K RING LUG,-40°C ~ 125°C,25,10k,±2%,±0.5%,,,,3984K,,http://www.vishay.com/docs/29114/ntcalug3.pdf
Vishay BC Components,NTCAIMME3C90373,THERM NTC 10KOHM 3984K CYLINDER,-25°C ~ 105°C,25,10k,±3%,±0.5%,,,,3984K,,http://www.vishay.com/docs/29131/ntcaimme3c90373.pdf
Ametherm,PANE 103395-410,THERMISTOR NTC 10KOHM 3950K BEAD,-50°C ~ 150°C,25,10k,±10%,±2%,3950K,,,,,//media.digikey.com/pdf/Data%20Sheets/Ametherm%20PDFs/PANE_103395-410_Spec.pdf
Vishay BC Components,NTCALUG01A103J,THERM NTC 10KOHM 3984K RING LUG,-40°C ~ 150°C,25,10k,±5%,±0.5%,,,,3984K,,http://www.vishay.com/docs/29092/ntcalug01a.pdf
Amphenol Advanced Sensors,RL1005-5744-103-D1,THERMISTOR NTC 10KOHM 4073K DISC,-50°C ~ 150°C,25,10k,±10%,-,,,,4073K,,https://www.amphenol-sensors.com/index.php?option=com_edocman&amp;task=document.download&amp;id=68
Amphenol Advanced Sensors,RL0503-5820-97-MS,THERMISTOR NTC 10KOHM BEAD,-50°C ~ 150°C,25,10k,±1%,-,,,,,,https://www.amphenol-sensors.com/index.php?option=com_edocman&amp;task=document.download&amp;id=104
Vishay BC Components,NTCLE400E3103H,THERMISTOR NTC 10KOHM 3977K BEAD,-40°C ~ 85°C,25,10k,±3%,±0.75%,,,,3977K,,//media.digikey.com/pdf/Data%20Sheets/BC%20Components%20PDFs/NTCLE400_ArgeMuP_NTCLx100.pdf
Vishay BC Components,NTCALUG03A103HC,THERM NTC 10KOHM 3984K RING LUG,-40°C ~ 125°C,25,10k,±3%,±0.5%,,,,3984K,,http://www.vishay.com/docs/29114/ntcalug3.pdf
Vishay BC Components,NTCALUG03A103GC,THERM NTC 10KOHM 3984K RING LUG,-40°C ~ 125°C,25,10k,±2%,±0.5%,,,,3984K,,http://www.vishay.com/docs/29114/ntcalug3.pdf
Littelfuse Inc.,SC104J4J,THERM NTC 100KOHM 3892K BEAD,-55°C ~ 150°C,25,100k,±5%,-,3892K,,,,,https://www.littelfuse.com/~/media/electronics/rt_tables/leaded_thermistors/littelfuse_leaded_thermistors_epoxy_coated_thermistors_sc104j4j_rt_table.xlsx.xlsx
Amphenol Advanced Sensors,AL03006-535K-145-G1,THERMISTOR NTC 1MOHM 4661K DO35,-50°C ~ 204°C,25,1M,±10%,-,,,,4661K,,https://www.amphenol-sensors.com/index.php?option=com_edocman&amp;task=document.download&amp;id=114
TDK Electronics Inc.,B57871S0103F001,THERMISTOR NTC 10KOHM 3988K BEAD,-55°C ~ 155°C,25,10k,±1%,±1%,,,,,3988K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_Leaded_disks_S871.pdf
Amphenol Advanced Sensors,RL0503-17.56K-96-MS,THERMISTOR NTC 30KOHM BEAD,-50°C ~ 150°C,25,30k,±1%,-,,,,,,https://www.amphenol-sensors.com/index.php?option=com_edocman&amp;task=document.download&amp;id=104
Vishay BC Components,NTCLP100E3103H,THERM NTC 10KOHM 3977K PROBE,-40°C ~ 85°C,25,10k,±3%,±0.75%,,,,3977K,,http://www.vishay.com/docs/29060/ntclp100.pdf
Vishay BC Components,NTCALUG01A103F,THERM NTC 10KOHM 3984K RING LUG,-40°C ~ 150°C,25,10k,±1%,±1%,,,,3984K,,http://www.vishay.com/docs/29092/ntcalug01a.pdf
Vishay BC Components,NTCLE400E3472H,THERM NTC 4.7KOHM 3977K BEAD,-40°C ~ 85°C,25,4.7k,±3%,±0.75%,,,,3977K,,//media.digikey.com/pdf/Data%20Sheets/BC%20Components%20PDFs/NTCLE400_ArgeMuP_NTCLx100.pdf
TE Connectivity Measurement Specialties,GA10K3A1A,THERMISTOR NTC 10KOHM 3976K BEAD,-40°C ~ 125°C,25,10k,±0.1°C,±0.5%,,,,3976K,,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&amp;DocNm=Series-I-Thermistors&amp;DocType=DS&amp;DocLang=English
TDK Electronics Inc.,B57861S0303F040,THERMISTOR NTC 30KOHM 3964K BEAD,-55°C ~ 155°C,25,30k,±1%,±1%,,,,,3964K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_Mini_sensors_S861.pdf
TDK Electronics Inc.,B57861S0103F040,THERMISTOR NTC 10KOHM 3988K BEAD,-55°C ~ 155°C,25,10k,±1%,±1%,,,,,3988K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_Mini_sensors_S861.pdf
Littelfuse Inc.,PS103J2,THERMISTOR NTC 10KOHM 3892K BEAD,-80°C ~ 150°C,25,10k,±0.1°C,-,3892K,,,,,https://www.littelfuse.com/~/media/electronics/rt_tables/leaded_thermistors/littelfuse_leaded_thermistors_interchangeable_thermistors_ps103j2_rt_table.xlsx.xlsx
Littelfuse Inc.,USP10982,THERM NTC 10KOHM 3892K PROBE,-55°C ~ 80°C,25,10k,±1%,-,3892K,,,,,https://www.littelfuse.com/~/media/electronics/datasheets/thermistor_probes_and_assemblies/littelfuse_thermistor_probes_assemblies_plastic_usp10982_datasheet.pdf.pdf
TE Connectivity Measurement Specialties,GA10K3A1B,THERMISTOR NTC 10KOHM 3976K BEAD,-40°C ~ 125°C,25,10k,±0.2°C,±0.5%,,,,3976K,,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&amp;DocNm=Series-I-Thermistors&amp;DocType=DS&amp;DocLang=English
Cantherm,CWF1B103H3380,THERMISTOR NTC 10KOHM 3380K BEAD,-55°C ~ 125°C,25,10k,±3%,±2%,,3380K,,,,https://www.cantherm.com/wp-content/uploads/2017/05/CWF_11x17_OCT_2014_1.pdf
Honeywell Sensing and Productivity Solutions,192-103LET-A01,THERMISTOR NTC 10KOHM 3887K BEAD,-60°C ~ 150°C,25,10k,-,±1.3%,3887K,,,,,//media.digikey.com/pdf/Data%20Sheets/Honeywell%20Sensing%20&amp;%20Control%20PDFs/192-103LET-A01.pdf
TDK Electronics Inc.,B57861S0103A043,THERMISTOR NTC 10KOHM 3988K BEAD,-55°C ~ 155°C,25,10k,±1%,±1%,,,,,3988K,//media.digikey.com/pdf/Data%20Sheets/Epcos%20PDFs/B57861S0103A043.pdf
Cantherm,CWF1B103G3380,THERMISTOR NTC 10KOHM 3380K BEAD,-55°C ~ 125°C,25,10k,±2%,±2%,,3380K,,,,https://www.cantherm.com/wp-content/uploads/2017/05/CWF_11x17_OCT_2014_1.pdf
TE Connectivity Measurement Specialties,GA5K3A1A,THERMISTOR NTC 5KOHM 3976K BEAD,-40°C ~ 125°C,25,5k,±0.1°C,±0.5%,,,,3976K,,
TDK Electronics Inc.,B57863S0303F040,THERMISTOR NTC 30KOHM 3964K BEAD,-55°C ~ 155°C,25,30k,-,-,,,,,3964K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_Mini_sensors_S863.pdf
TDK Electronics Inc.,B57550G1104F000,THERM NTC 100KOHM 4072K BEAD,-55°C ~ 200°C,25,100k,±1%,±1%,,,,4072K,4092K,//media.digikey.com/pdf/Data%20Sheets/Epcos%20PDFs/B57550G1_Rev_Jan2016.pdf
TDK Electronics Inc.,B57550G1103F000,THERMISTOR NTC 10KOHM 3478K BEAD,-55°C ~ 300°C,25,10k,±1%,-,,,,3478K,3492K,//media.digikey.com/pdf/Data%20Sheets/Epcos%20PDFs/B57550G1_Rev_Jan2016.pdf
TDK Corporation,NTCDS3HG103GC3NB,THERMISTOR NTC 10KOHM 3400K DO35,-40°C ~ 250°C,25,10k,±2%,±2%,,,,3400K,,//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/NTC(DS_ArgeMuP_GF)%20Series.pdf
Cantherm,CWF1B103F3380,THERMISTOR NTC 10KOHM 3380K BEAD,-55°C ~ 125°C,25,10k,±1%,±2%,,3380K,,,,https://www.cantherm.com/wp-content/uploads/2017/05/CWF_11x17_OCT_2014_1.pdf
TDK Electronics Inc.,B57550G0502F000,THERMISTOR NTC 5KOHM 3480K BEAD,-55°C ~ 200°C,25,5k,±1%,±1%,,,,3480K,3497K,//media.digikey.com/pdf/Data%20Sheets/Epcos%20PDFs/B57550__G550.pdf
TDK Electronics Inc.,B57540G1103F000,THERMISTOR NTC 10KOHM 3478K BEAD,-55°C ~ 200°C,25,10k,±1%,±1%,,,,3478K,3492K,https://en.tdk.eu/inf/50/db/ntc_13/NTC_Glass_enc_sensors_G1540.pdf
TDK Electronics Inc.,B57861S0103A039,THERMISTOR NTC 10KOHM 3988K BEAD,-55°C ~ 155°C,25,10k,±1%,±1%,,,,,3988K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_Mini_sensors_S861.pdf
TDK Electronics Inc.,B57500M0103A005,THERM NTC 10KOHM 3988K PROBE,0°C ~ 100°C,25,10k,±3%,±0.5%,,,,,3988K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_Probe_ass_M500.pdf
TDK Electronics Inc.,B57703M0502G040,THERM NTC 5KOHM 3988K RING LUG,-55°C ~ 125°C,25,5k,±2%,±1%,,,,,3988K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_Probe_ass_M703.pdf
TDK Electronics Inc.,B57703M0303G040,THERM NTC 30KOHM 3964K RING LUG,-55°C ~ 125°C,25,30k,±2%,±1%,,,,,3964K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_Probe_ass_M703.pdf
TDK Electronics Inc.,B57540G0503F000,THERMISTOR NTC 50KOHM 3992K BEAD,-55°C ~ 200°C,25,50k,±1%,±1%,,,,3992K,4006K,//media.digikey.com/pdf/Data%20Sheets/Epcos%20PDFs/B57540.pdf
Vishay BC Components,NTCALUG01A103F161,THERM NTC 10KOHM 3984K RING LUG,-40°C ~ 150°C,25,10k,±1%,±1%,,,,3984K,,http://www.vishay.com/docs/29092/ntcalug01a.pdf
Vishay BC Components,NTCALUG01A103F161L,THERMISTOR NTC 10KOHM RING LUG,-40°C ~ 150°C,25,10k,±1%,±1%,,,,,,http://www.vishay.com/docs/29092/ntcalug01a.pdf
TDK Electronics Inc.,B57020M2502A017,THERMISTOR NTC 5KOHM 3980K PROBE,-40°C ~ 80°C,25,5k,±2%,±1.5%,,,,,3980K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_Probe_ass_M2020.pdf
Littelfuse Inc.,KS103J2,THERMISTOR NTC 10KOHM 3892K BEAD,-80°C ~ 135°C,25,10k,±0.1°C,-,3892K,,,,,https://www.littelfuse.com/~/media/electronics/datasheets/leaded_thermistors/littelfuse_leaded_thermistors_interchangeable_thermistors_standard_precision_ks_datasheet.pdf.pdf
TDK Electronics Inc.,B57540G0303F000,THERMISTOR NTC 30KOHM 3992K BEAD,-55°C ~ 200°C,25,30k,±1%,±1%,,,,3992K,4006K,//media.digikey.com/pdf/Data%20Sheets/Epcos%20PDFs/B57540.pdf
TDK Electronics Inc.,B57541G1103F000,THERMISTOR NTC 10KOHM 3478K BEAD,-55°C ~ 250°C,25,10k,±1%,±1%,,,,3478K,3492K,//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/B57541G1103F000.pdf
Littelfuse Inc.,USP10973,THERM NTC 10KOHM 3892K PROBE,-55°C ~ 105°C,25,10k,±1%,-,3892K,,,,,https://www.littelfuse.com/~/media/electronics/datasheets/thermistor_probes_and_assemblies/littelfuse_thermistor_probes_assemblies_surface_temperature_sensing_usp10973_datasheet.pdf.pdf
Amphenol Advanced Sensors,EC95F302W,THERMISTOR NTC 3KOHM 3969K BEAD,-80°C ~ 150°C,25,3k,±0.2°C,-,,,,3969K,,https://www.amphenol-sensors.com/en/component/edocman/328-thermometrics-ntc-thermistors-epoxy-interchangeable-type-95-datasheet/download?Itemid=8466
Amphenol Advanced Sensors,DC95F103W,THERMISTOR NTC 10KOHM 3969K BEAD,-80°C ~ 150°C,25,10k,±0.2°C,-,,,,3969K,,https://www.amphenol-sensors.com/en/component/edocman/328-thermometrics-ntc-thermistors-epoxy-interchangeable-type-95-datasheet/download?Itemid=8466
Littelfuse Inc.,USP10972,THERM NTC 10KOHM 3892K PROBE,-55°C ~ 105°C,25,10k,±1%,-,3892K,,,,,https://www.littelfuse.com/~/media/electronics/rt_tables/thermistor_probes_and_assemblies/littelfuse_thermistor_probes_assemblies_straight_usp10972_rt_table.xlsx.xlsx
Honeywell Sensing and Productivity Solutions,192-303KET-A01,THERMISTOR NTC 30KOHM 3800K BEAD,-60°C ~ 150°C,25,30k,-,±2%,3800K,,,,,//media.digikey.com/pdf/Data%20Sheets/Honeywell%20Sensing%20&amp;%20Control%20PDFs/192-303KET-A01.pdf
TDK Electronics Inc.,B57703M0103A019,THERM NTC 10KOHM 3988K RING LUG,-55°C ~ 125°C,25,10k,±2%,±1%,,,,,3988K,https://www.tdk-electronics.tdk.com/inf/50/db/ntc/NTC_Probe_ass_M703.pdf
Amphenol Advanced Sensors,MA100GG103C,THERM NTC 10KOHM 3969K PROBE,0°C ~ 50°C,25,10k,±0.15°C,-,,,,3969K,,https://www.amphenol-sensors.com/index.php?option=com_edocman&amp;task=document.download&amp;id=141
TDK Electronics Inc.,B57560G0103F000,THERMISTOR NTC 10KOHM 3480K BEAD,-55°C ~ 300°C,25,10k,±1%,±1%,,,,3480K,3497K,//media.digikey.com/pdf/Data%20Sheets/Epcos%20PDFs/B57560G.pdf
